short_code,Colorfulness_Picture,Saturation_Picture,Contrast_Picture,Clarity_Picture,Brightness_Picture,Warm Hue_Picture,ROT_Picture,Diagonal_dominance_Picture,Physical_ver_Picture,Physical_Hor_Picture,Color_balance_vertical_Picture,Color_balance_horizontal_Picture,Texture_difference_Picture,Size_difference_Picture,Color_difference_Picture,Depth of field_hue_Picture,Depth of field_saturation_Picture,Depth of field_value_Picture
725.0,26.0,50.64,88.06,1.0,169.82,0.48,114.80853626799707,14.849242404917497,89.0,110.0,82.11,43.0,0.10085560536135936,0.20392661179698215,72.9808331259545,0.44306651634723815,0.6249999999999996,13.142857142858022
726.0,14.0,32.75,102.59,1.0,173.53,0.58,202.5487595617411,11.313708498984761,29.0,45.0,86.11,118.92,0.12324832936331062,0.2489368998628258,177.28846138407638,0.019721577726218586,0.7740458015267193,2.372549019607587
727.0,19.0,52.1,107.11,1.0,157.21,0.5,184.6212338816963,4.949747468305832,46.0,53.0,97.04,40.75,0.1075914512483003,0.27102194787379974,106.80528850774728,0.3168627450980395,0.06715993170176435,0.1916376306620182
728.0,15.0,49.58,94.46,1.0,114.81,0.27,174.90695939397162,2.4380279363283703,54.5,58.0,159.79,117.28,0.09155051792277756,0.702980109739369,254.7293681425543,0.12604456824512555,3.051912568305994,0.7635135135135046
729.0,29.0,71.72,79.13,1.0,105.37,0.17,162.3884232326923,55.154328932550705,33.0,111.0,155.92,128.31,0.04317471280112517,0.603988340192044,151.69964091978073,0.5089913995308836,0.09981608426684567,0.05907780979827274
730.0,23.0,88.93,34.89,1.0,113.3,0.01,146.07342141691774,29.396512016804145,99.5,58.0,53.06,40.92,0.1493168405816216,0.15676611796982168,88.22432795397577,0.008782644099342764,0.13003095975232093,8.111111111114626
731.0,55.0,137.54,61.39,1.0,82.21,0.85,196.54798678976877,13.108494105804288,50.5,32.0,129.72,122.79,0.09801606408817955,0.3049074074074074,25.654782328260044,0.3792772861356932,0.2654735272184937,0.15721649484535927
732.0,40.0,128.3,58.78,1.0,76.84,0.9,77.09806165599177,76.60726577363701,119.5,228.0,144.82,120.21,0.12575588411535255,0.2015363511659808,19.057410428640743,0.18310810810810804,0.9329896907216491,0.6930946291560159
733.0,21.0,97.09,69.53,1.0,86.08,0.81,48.539788947945716,45.0275331464667,224.5,161.0,147.51,145.72,0.10091017167664251,0.23777434842249656,66.42936982709945,0.43930909717436245,0.38210208634037557,0.044871794871796475
734.0,48.0,121.04,64.45,1.0,103.8,0.85,140.93063699722802,13.841474562749875,90.5,71.0,141.8,120.31,0.1212675150924992,0.20201303155006858,16.260184673409512,0.10777914976186276,0.0702078521939948,0.17678100263852567
735.0,78.0,190.81,37.46,1.0,84.98,0.97,140.33689623347254,98.56982318286705,39.5,179.0,100.0,87.66,0.06020951440581522,0.2417421124828532,47.4630408173187,0.08585461689587427,0.6375545851528133,0.4313304721029994
736.0,62.0,175.27,62.31,1.0,69.61,0.88,125.99118134924275,12.314595702034826,82.5,100.0,111.7,130.73,0.11444430460464493,0.2139917695473251,57.76805358456313,2.283969465648854,2.075208913648992,0.63414634146341
737.0,65.0,153.34,67.44,1.0,89.98,0.93,169.00131491927644,119.91730583868157,180.5,11.0,153.73,145.94,0.08098400747274744,0.4383299039780521,15.980318710557228,0.032607127398643826,0.26000000000000006,0.27186761229315004
738.0,42.0,89.44,57.31,1.0,102.32,0.88,154.81960829013593,80.20011457287424,29.5,143.0,128.05,91.8,0.1409532871266701,0.3708299039780521,128.26460095857502,0.24150067994560445,0.029359745313052868,0.36305732484076364
739.0,29.0,127.28,70.81,1.0,74.05,0.85,162.61645399869943,150.17125433282425,29.5,242.0,152.95,123.93,0.16301257879644926,0.487880658436214,33.21321796795156,0.4730299199325749,0.20212857265470785,0.5204081632653019
740.0,69.0,178.87,43.24,0.97,49.14,0.11,119.85407794480753,54.44722215136415,143.0,66.0,126.37,66.85,0.06770159424688449,0.54789780521262,59.86694296102159,0.4621055735771159,0.16966623948292184,2.7973568281937378
741.0,58.0,76.37,63.62,1.0,118.53,0.58,158.22136391777187,19.798989873223327,55.0,83.0,143.21,78.57,0.03557400266229377,0.362599451303155,107.09141134928615,0.4400692340977931,0.3209819360815195,1.6866197183098404
742.0,29.0,53.36,51.61,1.0,121.14,0.46,93.13848709195236,20.93546772514544,130.5,101.0,120.68,61.91,0.0162106007755648,0.4718621399176955,19.07277333596296,0.3495457721872817,0.24165583008235839,1.9406528189911065
743.0,29.0,59.08,54.23,1.0,130.6,0.59,123.98790263570072,7.778174593052022,98.0,87.0,95.82,75.14,0.02317807573340805,0.4620404663923182,60.716745181905026,0.0925266903914589,3.803782505910194,0.08163265306122595
744.0,29.0,57.3,55.32,1.0,132.36,0.55,175.35392781457733,51.61879502661797,25.0,98.0,100.12,78.76,0.05635618765525938,0.5016769547325103,71.96033566179365,0.10609480812641073,0.7453936348408712,1.1048007530593043
745.0,21.0,42.7,28.15,1.0,50.94,0.48,196.41283053812955,188.09040379562163,87.0,353.0,45.08,43.66,0.1917366354326559,0.20463648834019205,54.311907865400045,0.31205542382928275,0.16813294232649062,4.247058823529507
746.0,0.0,0.0,35.58,1.0,176.06,1.0,29.546573405388315,27.577164466275352,168.0,207.0,61.83,54.66,0.11869261010481691,0.1161488340192044,66.73623857808136,,,0.34040501446480215
748.0,35.0,75.03,53.78,1.0,120.39,0.95,193.12690128513947,49.49747468305832,13.0,83.0,111.49,92.1,0.1214627300394896,0.37573045267489713,36.86433743644053,0.08890521675238786,0.06955128205128203,2.440559440559375
749.0,53.0,86.72,62.92,1.0,52.17,0.7,133.68619973654722,14.14213562373095,76.0,96.0,149.87,83.43,0.17279884274533502,0.49329561042524006,137.65064830327043,0.05182436611008038,0.07331693821088223,0.012269938650306995
750.0,38.0,85.13,67.15,1.0,123.6,0.73,125.12438256035915,21.506000323893986,77.5,108.0,118.87,113.5,0.07199231675996812,0.45213648834019204,72.53864712508904,0.01815774541327783,0.12654320987654377,0.25068870523416215
751.0,23.0,70.87,55.18,1.0,52.07,0.4,162.52350257390125,17.947605644287123,15.5,55.5,105.37,73.7,0.0842442735018793,0.5962551440329218,44.368124994295115,0.5299460686914562,0.6184290643393549,0.3406223717409586
752.0,26.0,78.13,61.13,1.0,62.95,0.37,87.22703454523463,83.26977001963465,36.5,204.5,115.87,119.13,0.07317228030624943,0.33786522633744853,83.0062406507124,1.5871271585557307,2.0377859477124174,0.02467532467532177
753.0,35.0,71.97,65.51,1.0,87.81,0.29,137.0421670711448,47.74906117162216,88.5,46.5,131.54,128.97,0.09190126812894756,0.2519804526748971,17.091329005185088,0.3724193548387098,0.18352229780801196,3.407079646017543
754.0,100.0,106.55,54.86,1.0,177.06,0.32,163.49957526278507,77.5169633619335,17.5,130.0,156.8,158.62,0.18586899994630116,0.6515491452991453,75.68777274302141,2.023138832997989,0.20151515151515303,0.9910913140311445
755.0,16.0,13.7,98.9,0.99,188.19,0.7,203.8062805705457,30.40559159102154,16.0,59.0,210.12,58.5,0.1263077192406867,0.2567695473251029,146.87479004410548,0.6439959636730574,0.4644107351225205,0.3621480026195144
759.0,55.0,77.39,57.88,1.0,152.8,0.84,73.57837846662413,25.59891887255387,119.5,110.0,142.74,95.44,0.10530012236309538,0.44930446878803687,58.0851613138418,0.0982627578718784,0.10647010647010652,1.7041800643086513
760.0,40.0,68.43,62.19,1.0,148.62,0.83,109.65856099730654,9.147201285387265,67.5,100.0,144.76,117.63,0.056474803666192,0.6399749048113534,34.6865474346396,0.342278826472595,0.5828738241972102,0.21808898614150024
761.0,50.0,83.38,73.22,1.0,102.46,0.81,74.51845409024533,2.2541317453275753,94.5,123.0,166.84,107.23,0.10124208829927564,0.2933670820353063,49.253089291434065,0.3697085103266442,0.27919708029197005,1.688888888888958
762.0,42.0,86.05,49.24,1.0,138.78,0.71,173.9798838946618,76.50980503706018,105.5,10.0,114.55,97.69,0.12509827831189071,0.21688300449982692,35.88528003486036,1.0260029717682029,0.6773080241587575,0.3774509803921623
763.0,0.0,0.0,46.64,1.0,234.37,1.0,122.28654872879518,12.727922061357857,85.0,103.0,56.33,41.02,0.16455357134083398,0.16580589849108368,104.1782092032904,,,0.3494757863205187
765.0,51.0,90.26,52.1,1.0,126.46,0.84,45.65084884205331,12.727922061357855,158.0,140.0,121.35,100.71,0.07652214548141156,0.311457475994513,41.674149565037716,3.4473886328725007,0.9846322722283237,0.10021786492374458
767.0,45.0,29.17,32.23,1.0,221.62,0.55,194.7562579225633,19.79898987322333,57.0,29.0,60.59,60.09,0.05686910726381664,0.6323525377229081,10.015673634816412,0.17959183673469248,0.4391582799634011,0.010416666666670816
768.0,38.0,27.07,62.68,1.0,72.43,0.94,145.04137340772803,5.151351512592481,73.5,81.0,106.03,93.97,0.17131637917355935,0.19787622194685392,158.47387290703537,0.2606120434353409,0.20697089471793026,1.9940828402366302
770.0,40.0,61.91,64.27,1.0,118.22,0.48,190.18412131405714,53.74011537017761,13.0,89.0,150.57,106.07,0.07899336542307869,0.5493758573388203,83.9601037773894,0.05816805662625257,0.23930348258706438,0.6321243523316058
772.0,36.0,63.22,56.73,1.0,106.53,0.77,144.3606594609487,82.02438661763951,38.0,154.0,128.43,109.69,0.04198376709172358,0.7040740740740741,16.050031123353527,0.5186865413696253,0.7613320999074963,0.18013381369017148
774.0,28.0,44.68,73.11,1.0,120.11,0.61,43.965895873961216,38.89087296526011,202.0,147.0,177.66,123.7,0.02798371504713837,0.4401215277777778,32.75958292496679,0.8212330740420629,0.26679536679536725,0.30838165524512356
775.0,51.0,77.01,68.7,1.0,99.13,0.45,89.8276126811795,2.1213203435596424,222.0,225.0,160.59,87.77,0.020654054445281317,0.476875,58.44856160806623,0.20846505093080422,0.10371075166508106,0.9523809523809587
776.0,23.0,40.5,63.46,1.0,115.67,0.53,146.16923220857547,30.00045123155287,57.5,100.0,128.67,82.94,0.09081752731692821,0.3425034293552812,48.83797414903414,0.0166828187733629,0.3006329113924045,0.05355064027939523
777.0,46.0,90.99,68.38,1.0,119.73,0.91,198.5827563287183,39.216747057490615,14.5,70.0,125.74,126.58,0.01953975469611105,0.5377572016460905,29.161690166656037,0.18200905452398142,0.1595186670780623,0.1961977186311769
778.0,40.0,89.77,75.03,1.0,125.44,0.8,165.90392132529934,8.17283034969618,68.5,57.0,157.36,138.4,0.04282834717564618,0.4645576131687243,25.534190475001903,0.0029345593270075953,0.09470827679782855,1.3768545994065615
779.0,31.0,48.81,64.25,1.0,117.09,0.56,202.21715500366875,36.39028533119915,13.5,65.0,152.93,100.27,0.08996433148990536,0.3434122085048011,46.247086557959456,1.1910112359550609,0.0069674850696753434,0.33419689119171203
780.0,17.0,23.16,56.88,1.0,91.01,0.35,172.69916039170545,41.71930009000631,32.0,91.0,91.89,41.29,0.10533764653041659,0.24577846364883402,120.30882947787674,0.0018075011296882207,0.08677144728225276,0.1537916371367831
781.0,1.0,8.39,46.81,1.0,71.92,0.0,164.02743672934722,113.84419177103416,16.0,177.0,46.59,38.27,0.08117906306233855,0.23814471879286694,64.66510953629857,6.00000000000003,3.1999999999999753,1.5530726256983218
782.0,17.0,8.8,94.33,1.0,140.63,0.43,209.60200380721554,20.506096654409877,18.0,47.0,154.67,15.93,0.1001596575789617,0.18376543209876542,174.7673908829517,0.19374021909233216,0.9025974025974028,0.6250000000000062
783.0,29.0,81.82,59.15,1.0,85.85,0.6,115.52488909321661,73.53910524340094,169.0,65.0,120.13,116.78,0.11955051668988478,0.43824417009602196,84.02236066998886,0.009689370190937565,0.21530971057614334,0.7448453608247518
784.0,43.0,61.43,45.35,1.0,164.93,0.43,143.54441821262157,55.86143571373725,126.0,47.0,98.22,102.5,0.1786730932794391,0.2604012345679012,28.033158458831213,0.6546355272469909,0.49482612383375774,18.47435897435492
785.0,18.0,34.22,54.91,1.0,144.83,0.62,185.50142257615647,32.20659795093868,73.5,28.0,109.42,96.88,0.0736720977622528,0.5187139917695474,16.514222697311546,0.3038568450312717,1.1277173913043432,0.20417422867513593
786.0,25.0,75.89,54.68,1.0,95.45,0.82,183.25119372053214,6.363961030678928,46.0,55.0,109.56,95.12,0.15820933200464316,0.6211796982167352,16.96517537037184,1.2365853658536592,0.10461648574496014,0.11514271891630477
787.0,26.0,70.7,51.47,1.0,103.93,0.61,31.25699921617557,19.09188309203678,176.0,149.0,113.68,97.37,0.040908316287208424,0.48445130315500684,6.445659567080994,0.14381040036815484,0.43545430741031665,0.5872855701311822
788.0,36.0,77.38,56.25,1.0,94.51,0.63,42.04759208325728,28.2842712474619,178.0,138.0,121.35,114.17,0.1009981489628524,0.5822050754458162,40.610100951388404,0.8163467247179895,0.3686424474187382,0.7037815126050463
789.0,42.0,86.11,48.11,1.0,97.48,0.78,14.0,9.899494936611664,180.0,166.0,110.58,83.38,0.08067856962176136,0.39314814814814814,22.66585020685621,0.11876576751406935,1.7933130699088122,0.13524590163934028
790.0,31.0,65.97,59.69,1.0,108.71,0.4,46.238512086787566,42.426406871192846,197.0,137.0,132.7,129.03,0.11125595956505795,0.6298971193415638,16.00479182967036,0.05412921166655885,1.3977528089887674,0.32946719826023885
791.0,68.0,101.69,47.57,1.0,95.29,0.88,110.00454536063498,78.48885271170677,181.0,70.0,117.56,93.18,0.08613982586340121,0.6663443072702332,19.74356122085747,0.3041406332733242,0.13428571428571498,0.3144981412639404
792.0,24.0,54.84,61.92,1.0,104.4,0.44,135.36986370680884,28.991378028648445,66.0,107.0,113.38,110.36,0.09736051163821088,0.38342592592592595,11.309779522512704,0.18900104420466415,0.2603075551593495,0.2505263157894704
793.0,21.0,51.31,56.57,1.0,121.12,0.92,44.91102314577124,24.74873734152916,171.0,136.0,118.97,107.43,0.06519989966608827,0.7066563786008231,8.942687545082524,0.25578972674092476,0.6789709172259506,0.36853448275861733
794.0,62.0,135.16,57.57,1.0,87.32,0.65,114.86513831445988,114.55129855222069,93.0,255.0,133.34,129.73,0.09176616382616984,0.6777297668038409,69.18841061473647,1.2418634333120604,0.2800168515657916,0.15964831096714616
795.0,26.0,47.19,73.78,1.0,120.07,0.71,143.0873858870865,104.65180361560903,185.0,37.0,166.59,108.45,0.09295744835039445,0.46501714677640604,88.50140686267191,0.1250817456511313,0.7734215885947061,0.33910891089108897
796.0,30.0,63.21,39.4,1.0,98.91,0.49,113.65298060323803,45.961940777125584,74.0,139.0,91.72,86.69,0.10020613284350487,0.23404663923182442,26.580793474432127,0.25243474873393074,1.1945773524720842,0.20103092783507948
797.0,36.0,65.09,64.45,1.0,120.72,0.44,175.9147520817967,73.53910524340095,119.0,15.0,160.92,96.23,0.20764228893228773,0.5617935528120713,63.925480083575344,0.016815554387808723,0.017010935601458044,0.0599107711918427
798.0,36.0,104.25,59.35,1.0,95.49,0.5,155.56670594957006,154.8563850798539,60.0,279.0,129.71,114.25,0.18948094516989872,0.4257304526748971,44.99551241122447,0.31752517145775605,1.876506024096389,0.26807909604519903
800.0,60.0,112.06,46.14,1.0,139.44,0.89,164.69365500832143,57.9827560572969,30.0,112.0,103.74,86.69,0.10078468658012406,0.4190775034293553,44.658156242811586,0.12397408207343395,10.86915887850465,0.05786516853932645
801.0,14.0,61.42,35.38,0.97,29.03,0.64,78.71185143010901,65.05382386916237,51.0,143.0,70.66,49.22,0.08373352020266862,0.6250969809411367,10.755456062864457,1.0108056872037914,0.5385207024740418,2.7086092715231658
802.0,18.0,69.07,47.4,0.99,45.84,0.47,78.63841300535,62.22539674441617,180.5,92.5,94.7,81.08,0.01791592545602355,0.3779792785644531,54.30313865576664,0.7385986370784554,1.4840092317837115,4.488372093023143
804.0,56.0,97.57,55.03,1.0,105.67,0.64,62.96824596572466,26.162950903902257,158.0,121.0,113.67,119.77,0.11443736858166118,0.459320987654321,40.47404489093294,0.88193456614509,0.13302389366527784,0.8487947406866275
805.0,27.0,97.78,51.41,1.0,83.16,0.28,155.8621185535472,57.27564927611034,118.0,37.0,122.95,103.06,0.11280023224066363,0.16013031550068588,89.18993173143032,0.1635849723236368,0.13597246127366475,0.04530087897227958
806.0,15.0,46.87,46.59,1.0,120.28,0.99,164.46884203398528,32.526911934581186,43.0,89.0,98.77,83.05,0.1601710722049353,0.43603223593964335,19.872040921470628,0.18092951466300802,3.0118203309692704,0.07722007722008088
807.0,18.0,39.46,77.97,1.0,138.25,0.87,127.534309109353,36.062445840513924,119.0,68.0,139.22,102.69,0.07207319365423652,0.4988065843621399,13.876066011738258,0.03389320329901872,0.30511463844797193,0.44868301544050704
808.0,36.0,106.02,55.21,1.0,88.82,0.94,201.22872558360052,31.81980515339464,17.0,62.0,107.67,75.12,0.06408977987998354,0.5276200274348423,76.43247941897069,0.05941282871851955,1.470967741935537,1.7032967032967878
809.0,40.0,70.15,50.52,1.0,78.26,0.8,110.8873302050329,67.88225099390856,166.0,70.0,100.8,92.12,0.08841801501369392,0.557218792866941,8.031073256191231,0.36152112266414593,0.23309002433090037,0.2157370517928285
810.0,29.0,54.12,55.17,1.0,84.67,0.69,78.39005038906404,28.991378028648445,149.0,108.0,125.0,99.42,0.049226566181760245,0.5121262002743484,9.169473580821785,0.20495375783990655,1.0678368988846214,0.2938659058487905
811.0,19.0,4.44,52.03,0.98,241.05,0.93,145.34441853748632,30.40559159102154,101.0,58.0,50.29,29.06,0.1112678129074503,0.14185871056241425,130.96655683634071,0.14803935967102366,0.003726708074534118,0.4316513761467884
812.0,33.0,81.36,49.08,1.0,84.84,0.54,66.06814663663572,6.363961030678928,129.0,138.0,115.97,85.64,0.1048305245274203,0.41637174211248285,18.420523686268496,3.0176767676767717,0.24904887328065523,0.4088366890380344
813.0,19.0,38.66,44.19,1.0,146.32,0.55,221.92341021172146,24.041630560342618,7.0,41.0,90.62,70.06,0.01974197330483675,0.546340877914952,6.285657939181932,0.008968609865470462,0.1441543700340516,0.8477951635846273
814.0,72.0,90.57,69.01,1.0,101.5,0.55,157.62296786953354,36.062445840513924,46.0,97.0,169.6,140.99,0.0997925763329845,0.4608196159122085,104.00654172503201,0.7268993839835738,1.6743421052631524,0.1979129183159426
815.0,69.0,99.33,58.92,1.0,103.97,0.38,47.50789408087881,45.961940777125584,204.0,139.0,154.0,121.68,0.08865559205512064,0.3786145404663923,92.97110956164867,0.03963414634146351,0.08097165991902813,1.030112923462986
816.0,47.0,95.17,72.64,1.0,109.57,0.79,94.17536832951598,4.949747468305832,110.0,117.0,127.7,124.33,0.06030052213986383,0.3658264746227709,54.99734651037191,0.276357639297915,1.8214285714282288,0.17999999999999888
818.0,54.0,29.0,79.55,0.95,49.06,0.95,41.10960958218893,41.012193308819754,149.0,207.0,139.33,105.28,0.08569640340483076,0.1617798353909465,125.95208519053477,0.05609284332688588,0.21719136894234145,0.18452138492871678
819.0,13.0,11.98,30.27,1.0,200.01,0.73,218.03669415949233,26.870057685088803,1.0,39.0,42.68,40.0,0.08425932998613214,0.20563110472562843,44.19240841864787,0.09746823703978483,0.0468750000000044,3.319148936170384
820.0,24.0,54.04,62.48,1.0,110.94,0.52,131.0953851209111,89.095454429505,145.0,19.0,143.72,96.41,0.10179826629428147,0.45722962962962965,60.70207843953838,0.09402360106585424,2.6071428571429216,0.557971014492742
821.0,24.0,65.11,95.31,1.0,141.88,0.35,217.0829334609241,24.748737341529164,10.0,45.0,182.88,166.15,0.14687541753070882,0.36215020576131685,90.73368933599868,0.15009107468123847,2.3703148425787077,1.0372807017543844
822.0,10.0,38.6,71.18,1.0,77.39,0.12,52.61178575186362,31.112698372208087,172.0,128.0,145.31,107.16,0.07525933221801517,0.4062654320987654,158.90332746233113,0.15807807807807817,0.40966137816717985,0.47438330170778
824.0,47.0,44.99,63.74,1.0,120.5,0.72,131.65485179058157,14.849242404917497,98.0,77.0,161.17,87.28,0.03639447339188438,0.35849451303155005,61.32672782562553,0.40598531902879836,0.39160839160837946,1.9583333333332325
825.0,0.0,0.0,65.21,1.0,193.8,1.0,111.01801655587259,51.61879502661797,147.0,74.0,112.91,82.85,0.09670750152078791,0.38861111111111113,132.32172853581775,,,0.2824307304785883
826.0,40.0,132.05,66.43,0.99,53.1,0.13,97.15051323704999,2.82842712474619,79.5,75.5,123.86,103.78,0.09758072009797474,0.5105606638727299,34.10706714425969,0.4262276909433541,5.593682853459393,0.09773539928486391
827.0,38.0,51.47,48.44,1.0,83.23,0.4,176.67201249773547,34.648232278140824,33.0,82.0,98.36,86.86,0.058133399219421525,0.40646090534979423,41.44821152823744,0.6069310021854507,2.5372233400402724,0.7157190635451517
828.0,0.0,0.0,66.59,1.0,190.41,1.0,141.4496376806954,2.82842712474619,82.0,78.0,117.79,76.67,0.1018304399441593,0.35930384087791495,110.55833077247422,,,0.13653136531365348
829.0,14.0,11.91,93.89,1.0,150.67,0.86,69.20260110718382,9.192388155425117,112.5,99.5,237.15,26.14,0.1659086541785853,0.4493348692033294,172.92731090496252,3.6929133858267815,0.12236002283223492,1.670807453416127
830.0,42.0,58.1,67.35,1.0,115.0,0.28,59.34550436965624,55.86143571373725,151.0,72.0,144.33,131.87,0.037942370372309284,0.685785448430651,119.13453749687358,0.4187054815732424,0.03335513407455833,1.5216666666666663
832.0,0.0,0.0,48.27,1.0,82.29,1.0,185.73368030596927,44.79846584605072,20.5,84.0,85.76,66.33,0.08252999394971844,0.25219606223323693,133.36182132658513,,,0.231517509727624
833.0,5.0,20.69,99.84,0.89,152.5,0.21,168.58232410309213,9.899494936611664,54.0,68.0,197.76,133.98,0.008889886576669004,0.9047222222222222,118.79918641080833,0.7687074829931971,2.6549565661727117,0.9081364829396182
834.0,33.0,62.52,54.68,1.0,93.86,0.17,125.80143083447024,45.25483399593904,65.0,129.0,112.48,75.03,0.025186990696061062,0.7179149519890261,28.97695572049933,0.8333333333333338,1.0833333333333377,0.22696629213483158
835.0,5.0,10.16,81.12,1.0,181.93,0.64,112.16059914247963,103.23759005323593,192.0,46.0,147.61,84.17,0.060693742782783985,0.46024197530864197,28.61937538041866,1.148603351955308,0.04191616766467036,0.9701492537313198
836.0,5.0,6.87,73.05,1.0,188.92,0.78,163.63679292872982,31.819805153394636,14.0,59.0,133.79,116.73,0.0707656286354452,0.35842962962962965,113.11429500702299,0.3306772908366537,0.6274121721919841,0.40123456790123674
837.0,89.0,94.65,93.76,0.99,154.9,0.48,120.28115212100174,28.2842712474619,56.5,96.5,201.54,192.39,0.0683006118018627,0.7410584548589836,101.41453267433732,0.298488743964382,0.7645190562613448,0.07692307692307195
838.0,8.0,14.28,79.77,1.0,153.66,0.49,70.13954345129113,69.29646455628165,200.5,102.5,122.16,94.12,0.044097760519055375,0.5713003974020062,74.22633593563884,0.47688660608455163,0.5573248407643313,1.0810810810810327
839.0,7.0,7.79,20.69,1.0,208.64,0.85,195.5326059765992,38.890872965260115,72.0,17.0,31.34,25.24,0.07517616970552227,0.12790466392318245,16.252809080646593,0.14618108244815375,2.48,0.7174780526735839
840.0,12.0,10.84,25.33,1.0,208.86,0.8,219.45614596087302,20.506096654409877,11.0,40.0,35.57,35.41,0.11643579084527321,0.17087791495198904,32.03983956321585,0.42275810097965344,1.802758620689657,0.528706624605674
841.0,12.0,11.78,28.31,1.0,200.92,0.77,193.77564346429094,54.44722215136415,10.0,87.0,39.19,35.74,0.08662201912503081,0.20751028806584362,38.59476477569232,0.5696567989590111,1.0794824399260616,3.00925925925925
842.0,36.0,77.21,61.62,1.0,123.99,0.64,163.1349134918703,36.062445840513924,93.0,42.0,138.6,131.72,0.042753492993671274,0.5129252400548697,50.41334624900988,1.096911957950066,0.09394904458598674,0.11818181818181277
843.0,7.0,14.81,50.27,0.42,29.6,0.76,126.35487942915209,15.556349186104043,89.0,67.0,84.48,59.39,0.13858677610914388,0.528576,81.13343368054143,0.34403506693519736,0.9960337862651487,0.06048643830383282
844.0,33.0,58.75,55.35,1.0,128.98,0.88,123.06502346320826,115.25840533340724,231.0,68.0,129.87,104.36,0.10836222743345261,0.4379732510288066,51.37999841178445,0.4234843763909909,0.7056179775280887,1.7884097035040292
845.0,14.0,6.93,74.83,1.0,199.9,0.9,116.50321883965266,24.74873734152916,82.0,117.0,135.41,67.92,0.08916215301383287,0.2954252400548697,88.42366973183367,0.03817949944205337,0.8291905672402787,5.510204081632638
846.0,41.0,86.95,71.51,1.0,107.64,0.91,184.4911922016875,31.81980515339464,74.0,29.0,165.28,122.43,0.12721847571938683,0.5569821673525377,6.93689950548241,0.06502401007635991,0.09261991292144936,0.22042743538767368
847.0,19.0,83.94,69.02,1.0,75.16,0.16,124.1933975700802,62.22539674441617,148.0,60.0,128.18,113.31,0.04028783844008879,0.6053360768175583,88.86989117651123,8.78163771712159,0.3063513718356826,0.11269146608315284
848.0,64.0,110.64,71.41,1.0,103.56,0.67,50.0,24.041630560342615,132.0,166.0,163.02,155.2,0.08362816045570695,0.658425925925926,35.903896567876565,0.13951197332525003,0.28358509566968876,0.07576173483392706
849.0,45.0,80.67,46.75,1.0,60.78,0.61,131.12589370524802,36.76955262170047,117.0,65.0,85.51,81.85,0.1406788745843079,0.3506721536351166,65.64550490096367,0.5484680630084819,0.5671888931346324,0.19649122807017472
850.0,63.0,216.31,40.82,1.0,45.96,0.01,148.06079832285116,43.84062043356595,49.0,111.0,80.83,80.27,0.11626306490585493,0.24765432098765433,60.08109608368448,0.278749159381305,1.1553030303030212,1.2977099236641592
851.0,8.0,77.22,39.86,1.0,24.5,0.2,117.09824934643558,70.71067811865474,164.0,64.0,58.67,47.4,0.07188121041986412,0.2972085048010974,70.63606541649857,0.23776321294101238,0.0708438900799064,0.3898305084745771
852.0,0.0,0.0,81.14,0.98,206.49,1.0,9.219544457292887,9.192388155425117,187.0,174.0,128.74,127.12,0.08347369444520053,0.9673251028806584,49.61416250878701,,,0.6482851378614658
854.0,2.0,8.96,60.06,0.99,95.34,0.17,116.91449867317569,58.68986283848344,150.0,67.0,124.6,96.8,0.11359577563001513,0.25862825788751714,94.391754447891,0.13106936416184967,1.9393939393939401,0.21645487831143717
855.0,3.0,3.04,54.85,0.99,227.79,0.72,183.20753259623362,4.949747468305832,27.0,34.0,74.26,60.84,0.1427005128544183,0.3354079861111111,85.42044625381472,0.21500863984201427,0.012431776834445123,0.15151515151515385
856.0,33.0,20.43,87.1,0.99,186.48,0.71,111.01801655587259,17.849706484661986,69.0,94.5,156.66,133.72,0.045696187329065704,0.44781716270624455,28.616561668599363,0.30258597707278045,0.6173660157872872,2.9460784313724933
857.0,32.0,20.33,85.16,0.99,189.29,0.71,114.54741861391341,23.2161668467992,63.5,96.5,158.2,122.59,0.03340884317098279,0.4531389506486231,18.4166535470898,0.028906055320209283,0.245037645448323,0.08026755852842224
858.0,23.0,21.28,91.01,0.99,184.85,0.72,53.150729063673246,3.4522753213494695,124.0,119.5,176.14,100.02,0.04073170390405183,0.48877661114181203,51.59705085658405,0.3159151985667365,1.4327830188679191,0.02502157031924152
859.0,19.0,11.85,75.72,1.0,214.32,0.79,168.14312686253666,5.596939420470544,36.5,44.5,106.56,84.61,0.09596258251105322,0.4583471928012465,120.80487236981676,0.2111038820212536,0.11423375764589196,0.5086206896551585
860.0,13.0,3.93,79.09,0.99,210.94,0.87,132.34844582053512,112.97356021451692,30.5,190.5,132.79,110.0,0.10176643781734981,0.34546839165980986,103.74589198437133,0.16436058700209638,0.878542510121461,0.3680220537560291
861.0,21.0,14.34,85.8,0.99,191.87,0.76,169.98856170669572,69.22320119233743,0.5,98.5,157.18,118.87,0.009377572152905023,0.5339980042366205,23.298350106737175,0.10215763980625275,0.12781408859840204,3.0306122448980855
862.0,19.0,13.5,87.32,0.99,193.34,0.75,118.91219916859293,66.33560353176959,42.5,136.5,155.35,130.66,0.03404780091388024,0.5404798585458938,57.08782713593057,0.13076143846023985,0.00017059024223816324,0.06437389770723412
