short_code,Colorfulness_Picture,Saturation_Picture,Contrast_Picture,Clarity_Picture,Brightness_Picture,Warm Hue_Picture,ROT_Picture,Diagonal_dominance_Picture,Physical_ver_Picture,Physical_Hor_Picture,Color_balance_vertical_Picture,Color_balance_horizontal_Picture,Texture_difference_Picture,Size_difference_Picture,Color_difference_Picture,Depth of field_hue_Picture,Depth of field_saturation_Picture,Depth of field_value_Picture
326.0,7.0,72.98,29.78,1.0,28.35,0.27,48.5340659285368,19.798989873223327,70.5,98.5,35.44,17.65,0.14306263561318439,0.1875743162901308,14.023179362147173,0.45173592845870575,0.5218516388729157,0.4544342507645265
327.0,37.0,81.77,59.19,1.0,106.81,0.69,7.0710678118654755,4.242640687119285,153.0,159.0,122.53,114.12,0.03012861119387855,0.8087196180555556,42.71721899775227,0.8079743354720431,0.05444323540079794,0.4734441186054099
328.0,45.0,72.18,52.17,1.0,108.62,0.7,25.0,3.5355339059327373,145.0,140.0,115.51,89.37,0.14014027392848447,0.8450130208333333,47.025328975959034,0.2598085621121281,2.0208827717133455,0.07681895093062623
331.0,50.0,86.28,63.32,1.0,121.22,0.53,192.40841977418765,1.7999999999999998,21.0,25.0,143.82,99.54,0.11901395407086965,0.5610470964791953,59.47291083323907,4.067901234567884,0.3317859760566825,0.26315789473683493
332.0,33.0,63.75,72.03,1.0,133.09,0.99,154.4725793718024,39.40375274045318,46.0,102.0,159.57,103.49,0.0736126626345133,0.33813162604984165,16.617802763171802,0.0030777839955231753,0.3154523618895097,7.093749999998623
334.0,27.0,52.76,60.94,1.0,120.7,0.48,170.2941898924068,49.80860942461314,29.5,100.0,117.86,91.86,0.09138479127234032,0.43291838134430727,43.12555006820184,0.11319369677987666,0.7565011820330967,0.14821944177093063
335.0,27.0,68.72,66.74,1.0,99.06,0.44,159.84992962150469,36.76955262170047,96.0,44.0,138.99,72.03,0.06622444890343557,0.49280864197530866,14.343931014500424,0.2096259785445056,0.1334648257725172,0.3398215733982182
336.0,24.0,41.07,57.48,1.0,142.27,0.63,155.38482694408884,58.992153666237016,36.5,120.0,129.72,75.36,0.0492709471249217,0.40803840877914954,79.92390765553588,0.00596855590062114,0.14155251141552613,0.7000000000000324
337.0,28.0,45.97,63.57,1.0,129.81,0.36,172.03229670940019,53.34447046714423,26.5,102.0,146.13,120.25,0.10573161546415308,0.22436899862825788,26.127769791600457,0.03218334755577233,0.56371191135734,0.36053130929791455
338.0,45.0,56.76,54.55,1.0,131.49,0.49,154.6871394496359,9.592284013861573,77.5,64.0,129.56,40.64,0.07897990928372901,0.3694650205761317,59.18515763197621,0.0033730735678975904,0.40428790199081394,0.6354166666666843
339.0,48.0,70.26,50.24,1.0,123.5,0.28,139.07352172302404,8.185275951735447,87.5,76.0,94.85,62.83,0.1228794479043944,0.372482853223594,47.1203399862558,0.07558139534883725,0.31009957325746623,0.043441938178781295
340.0,22.0,44.55,58.26,1.0,126.91,0.55,198.24928190986668,52.65013687968904,7.5,82.0,131.82,48.15,0.06245700638631618,0.30680384087791496,33.711930939701276,0.4480009519276535,0.7610294117647162,0.2756183745583126
341.0,37.0,68.94,40.52,1.0,136.9,0.69,236.24657551897855,15.918580039938805,24.5,2.0,104.09,50.72,0.16597051078808983,0.10165980795610426,83.1127042258396,0.05606207565470416,0.5572139303482577,0.11124401913875753
342.0,30.0,45.6,42.3,1.0,130.7,0.41,105.6966308724066,34.366237420598665,133.5,85.0,94.21,60.65,0.15706320136002228,0.11983882030178326,16.44756948715708,0.39788175782484975,0.06799704360680003,0.03056768558952081
343.0,39.0,108.76,82.97,1.0,84.96,0.48,121.64292005702592,115.25840533340724,71.0,234.0,197.74,117.23,0.13181520323183749,0.39488340192043897,19.20969230501611,0.032302722658052146,0.3800219424272503,0.22186391486617196
344.0,42.0,113.6,76.68,1.0,74.15,0.63,171.71196813268432,30.405591591021544,82.0,39.0,149.19,98.32,0.1120410666456311,0.21175582990397807,105.16835433185075,0.3489834416264936,0.13244867300951454,0.1479087452471484
345.0,27.0,71.32,57.79,1.0,152.12,0.72,163.48700254148645,141.42135623730948,338.0,138.0,117.7,80.06,0.14274773158580165,0.15303497942386832,76.3233399591612,2.6238095238095247,0.31435643564356164,1.1615720524017281
346.0,76.0,135.58,59.03,1.0,115.07,0.74,42.579337712087536,24.74873734152916,173.0,138.0,149.69,137.51,0.05221442529778619,0.3286934156378601,69.94811007384438,0.12660647902283587,0.25156985871271437,0.014218009478681409
347.0,22.0,54.39,58.9,1.0,106.07,0.51,194.9586850819652,16.97056274847714,49.0,25.0,128.28,94.01,0.08961819033359664,0.2753821349838591,12.712393484900607,0.1881258941344777,1.1457286432160796,25.999999999989605
348.0,30.0,76.05,69.48,1.0,106.83,0.7,103.82945418115017,19.09188309203678,79.5,106.5,150.87,116.44,0.09693094907445901,0.5736171631113424,101.8342690403053,0.2069184385909233,0.2372112211221123,0.04064685314685505
349.0,16.0,27.65,82.92,1.0,124.44,0.45,181.99206331901155,35.060745432240985,51.5,13.0,143.72,96.4,0.00490330871434097,0.6893468737554759,10.872912394394008,0.0969768177504632,0.09347238315952114,0.12030075187970275
351.0,41.0,84.99,61.42,1.0,117.33,0.69,176.13914953808538,129.56662015616874,3.5,187.0,157.17,151.25,0.0841325367326825,0.36557896186148975,13.395076319936434,0.2586633663366337,0.014079422382670749,0.08724832214766529
354.0,25.0,78.46,65.99,1.0,82.87,0.47,108.49321535366983,69.02199884653254,169.5,72.0,139.17,124.5,0.12162920637836622,0.5758024691358025,121.25427202972277,0.12764018885115544,0.5653370013755145,0.4399375975039033
355.0,32.0,98.64,57.49,1.0,73.3,0.47,160.34684627740924,140.44272372821672,224.5,26.0,121.33,105.87,0.13260233674007615,0.6046502057613169,132.3811895382016,4.602500000000004,0.5448574174943926,2.262499999999978
356.0,20.0,45.63,50.37,1.0,97.29,0.22,105.3934427646131,56.99889224489162,157.5,77.0,80.96,80.73,0.002301232759349639,0.3353326474622771,40.742926090335615,2.6229086229086143,0.3451327433628262,0.12586206896551697
357.0,30.0,61.56,50.64,1.0,104.5,0.69,54.025714042276,36.98701919739886,181.5,234.0,105.64,103.48,0.10206846155795926,0.47222908093278465,5.964761880848642,0.22475598935226282,1.0992167101827686,0.23392226148409667
358.0,27.0,78.61,64.79,1.0,102.16,0.67,178.7568180517879,107.48023074035522,155.0,3.0,145.36,114.37,0.05268194575501188,0.5289746227709191,20.4980146156806,1.0691848906560644,0.13423728813559263,0.07150837988826789
359.0,39.0,93.67,64.49,1.0,102.89,0.48,184.09780009549272,86.2670273047588,126.0,4.0,147.78,125.01,0.07197097630131462,0.5713545953360768,51.698968115445076,0.6060532687651339,0.3433934486566058,0.285583524027462
360.0,31.0,79.19,63.83,1.0,118.45,0.66,19.72308292331602,4.949747468305832,197.0,190.0,143.04,122.27,0.08730960922704457,0.5345919067215363,52.90257889556502,1.1650090415913201,0.021056187366287584,0.10357583230580174
362.0,67.0,122.13,61.74,1.0,105.16,0.79,220.05681084665386,36.062445840513924,52.0,1.0,143.84,103.72,0.11647749622073776,0.3119238683127572,70.20354022171313,0.22890025575447576,0.13898472153770214,0.5737944471505095
363.0,55.0,76.97,57.66,1.0,152.61,0.85,94.82850016975088,26.711442268204678,106.5,92.0,142.19,95.08,0.10469259663173136,0.44597461311076336,57.824899988996215,0.8431814243631954,0.36264822134387337,0.1486486486486501
364.0,26.0,55.88,66.54,1.0,120.84,0.48,138.76999355448248,90.08716284556111,41.5,169.0,153.99,99.09,0.07629055204050814,0.34037379972565157,7.900398752198752,0.5232974910394266,0.2490990341646243,0.2290502793296106
365.0,28.0,64.82,70.87,1.0,113.1,0.66,183.32878782243785,35.67433569809685,27.5,78.0,175.86,47.82,0.07268099470860429,0.3948491083676269,67.79519810926834,0.22849260095309754,1.7445838084378635,0.20532319391634674
366.0,21.0,72.54,81.27,1.0,117.59,0.62,116.87077383921856,12.43839669074138,106.5,89.0,173.48,137.25,0.0999199635222712,0.30301097393689985,12.12849304172264,1.1551724137931039,0.02007216959855654,0.2441731409544949
367.0,27.0,72.44,67.89,1.0,113.54,0.54,133.46160496562297,35.35533905932737,114.0,64.0,168.07,88.72,0.04291791951743297,0.36568930041152264,72.75953621989646,0.20312198882250862,0.29407760381211656,0.4782110091743168
368.0,31.0,95.54,61.23,1.0,86.3,0.1,46.37647871257342,34.23492913553293,133.0,182.0,128.06,101.0,0.011685545575723127,0.5169661296984717,40.033658873418446,0.17430535663133756,1.284153005464487,0.36491442542787195
370.0,18.0,15.2,79.19,1.0,183.43,0.57,166.01204775557707,115.96551211459378,178.0,14.0,154.83,141.17,0.07908461926372778,0.36318930041152264,83.63159506696769,0.1208843456555331,0.2835555555555552,0.20689655172411722
371.0,9.0,13.76,83.56,1.0,174.31,0.51,102.59142264341595,3.5355339059327373,110.0,105.0,194.93,191.48,0.08338731329159471,0.36824074074074076,57.102233680088354,0.02623038042032453,10.649006622516582,0.6576819407008145
372.0,6.0,12.61,89.47,1.0,161.09,0.42,140.5837038129874,42.835797124178995,115.5,55.0,213.74,234.44,0.14948053108295759,0.22219478737997256,47.13130505702325,0.02371725313904823,0.2903830699169566,0.6525885558583165
373.0,27.0,55.4,63.7,1.0,129.18,0.67,136.2130683891968,29.698484809834994,36.5,78.5,131.29,127.41,0.028420668678810088,0.6944439053736731,14.440984509715516,0.25921052631578934,0.0007518796992483984,0.7510917030567584
374.0,43.0,84.82,52.72,1.0,115.17,0.59,84.24435358592949,14.5751100513817,131.5,111.0,128.65,79.37,0.05805779844478903,0.3441289437585734,9.133750778543812,0.06964596633778301,0.1750405186385746,0.9154929577464774
375.0,35.0,61.85,52.83,1.0,110.04,0.71,209.08716948785846,20.131088814395522,18.5,47.0,116.74,44.94,0.0578569361829266,0.35638888888888887,9.449019974197935,1.8646341463414624,0.12197159565580716,0.1102661596958167
376.0,38.0,79.17,57.86,1.0,117.26,0.71,125.1718818265508,66.46803743153546,58.0,152.0,126.36,60.19,0.07275954272603306,0.34159807956104254,15.536906901981167,0.14060815182229927,2.9897610921502547,0.18385650224214722
377.0,17.0,55.78,78.49,0.99,116.94,0.34,83.02409288875127,48.790367901871775,98.0,167.0,163.48,139.18,0.03635252475057113,0.6682338820301783,59.32996732595715,0.15112582781456954,0.31557743957027834,0.9001692047377391
379.0,70.0,130.23,44.37,1.0,152.04,0.94,159.53056133543816,103.23759005323595,21.0,167.0,105.1,83.61,0.14089999091947855,0.1873491083676269,41.77085074925729,0.06569730418170239,0.13578889499725091,0.7102966841186563
380.0,30.0,51.25,76.64,1.0,140.51,0.2,66.84309986827361,7.071067811865475,222.0,232.0,177.94,105.73,0.017621710018375397,0.36885459533607684,56.405811847758585,0.12802263762647928,5.220238095238045,0.17647058823529702
381.0,25.0,64.59,62.78,1.0,78.88,0.71,82.87943049997388,4.949747468305832,125.0,118.0,119.41,104.46,0.02008113667686398,0.5207784636488341,64.68866535603448,0.576627440310183,0.07503592691439123,2.2865890998162786
382.0,31.0,125.06,39.19,1.0,25.38,0.3,169.84993376507393,72.83199846221439,123.0,20.0,61.01,57.03,0.1227633425915455,0.22540809327846364,86.85563494745323,3.5172413793103514,0.3963302752293606,0.1778955336866002
383.0,27.0,65.51,51.14,1.0,53.72,0.73,128.2653499585917,72.12489168102785,54.0,156.0,84.33,94.01,0.10697953745722906,0.461159122085048,22.813863990233134,0.13653699466056443,0.003881803057910128,0.10542372881355953
386.0,41.0,85.49,47.29,1.0,74.78,0.76,133.86933928274988,7.778174593052022,91.0,80.0,92.43,78.05,0.10767123365843559,0.20053840877914952,116.25629983489762,0.203239241092087,0.7839335180055412,0.0047675804529181565
387.0,55.0,89.13,54.31,1.0,88.03,0.78,156.17440393497404,27.884043853187233,51.5,91.0,132.94,97.29,0.07046574741803854,0.3164951989026063,98.88058792408769,0.09558622574473893,2.0213675213675124,0.38633377135348534
388.0,60.0,102.91,46.99,1.0,78.02,0.55,197.75237040298657,39.597979746446654,15.0,71.0,112.24,89.14,0.08621299551545131,0.2841323731138546,94.81812483442938,1.3467862481315376,0.08669256920835422,0.17809734513274558
389.0,46.0,100.32,78.46,1.0,118.43,0.56,99.62429422585637,16.263455967290593,122.0,99.0,168.02,168.27,0.11718834227169495,0.8826543209876543,97.5986990806926,0.3303834808259574,0.18532472192321503,0.14823703156728796
390.0,34.0,77.54,59.95,1.0,118.58,0.76,121.75385004179539,5.65685424949238,90.0,98.0,118.52,75.43,0.058991089520493326,0.26604252400548695,9.974155114311346,0.09584664536741234,0.19923371647509677,0.12250712250712421
391.0,24.0,63.2,57.5,1.0,94.36,0.49,150.58552387264854,38.18376618407356,50.0,104.0,133.57,71.85,0.05418629440449675,0.30622770919067216,17.24662044260691,0.39266903149521665,0.11949265687583445,0.33333333333330295
392.0,10.0,25.2,63.61,1.0,145.13,0.93,40.36087214122113,2.1213203435596424,150.0,153.0,137.61,103.67,0.04618408040675018,0.7297530864197531,86.45685764926462,0.47284962355919774,0.0875190258751907,0.15538461538461787
393.0,28.0,75.99,67.42,1.0,72.64,0.64,219.64542132972204,26.533368516081012,44.5,7.0,139.66,78.3,0.1356725886262869,0.4713923182441701,129.83841639012064,0.452227659026525,2.962772785622606,0.1289656951250971
394.0,29.0,76.07,54.79,1.0,87.85,0.5,127.55173242431653,32.81970760929534,69.5,116.0,120.27,86.7,0.1409909902153459,0.37247256515775035,100.75769400185702,0.3485831882222572,0.3283062645011606,0.291044776119405
395.0,22.0,58.8,68.65,1.0,112.45,0.44,223.6000894454204,31.81980515339464,46.0,1.0,143.4,97.62,0.12022815324997815,0.4895301783264746,113.98251244765615,0.28744693753790185,0.10535695565572918,0.19029850746268692
396.0,26.0,71.97,63.05,1.0,78.59,0.45,71.34968659901581,58.23755716364421,109.5,192.0,141.83,54.69,0.08662033041718985,0.3239986282578875,92.97953483876753,0.029098334503222672,0.28375733855186513,2.4901960784313446
398.0,41.0,79.94,66.09,1.0,98.16,0.71,181.64801127455263,52.32590180780451,20.0,94.0,110.52,86.15,0.10707000347462373,0.34262002743484227,44.491335397360146,0.6754201680672287,0.3766490765171507,0.0885744234800834
399.0,60.0,109.27,75.49,1.0,104.26,0.63,156.28499608087785,41.7193000900063,44.0,103.0,160.41,140.91,0.09347450085703202,0.33900548696844995,52.26141846872726,0.05419783873649166,0.0433108758421562,0.02559726962457023
400.0,71.0,139.78,43.37,1.0,109.12,0.75,202.33580448792986,59.77884672145738,85.5,1.0,101.46,87.85,0.12490105798655957,0.2263065843621399,92.90739942814551,0.304001721170396,0.0366151342554926,0.11641359363702104
401.0,75.0,133.26,64.23,1.0,119.01,0.83,69.79334575094612,54.70300618448573,110.5,188.0,154.78,110.2,0.14931673859541,0.3674965706447188,31.911973601259152,66.99999999999828,0.014606741573033061,0.2125693160813319
402.0,69.0,120.18,66.66,1.0,109.6,0.79,180.0595580480093,39.915010835063455,27.5,84.0,167.33,94.07,0.11162996547069702,0.38992112482853225,32.451895417208846,1.87369519832985,0.9864864864864766,0.35651214128035513
403.0,67.0,134.73,61.18,1.0,99.27,0.78,75.45491663532896,70.9582725111717,111.5,212.0,152.61,112.07,0.09416254812703131,0.31518861454046637,77.95200665118821,0.9376425855513292,0.014039735099337338,11.793103448274966
404.0,76.0,128.55,58.03,1.0,121.99,0.85,129.69108596113222,3.83128033304262,85.5,91.0,145.5,101.05,0.1152851138898815,0.2240466392318244,53.80802289204548,0.044435548438750985,3.29032258064501,0.17282196969696823
405.0,34.0,60.59,60.52,1.0,135.98,0.56,90.4826564105581,57.00740765681324,170.5,90.0,126.53,119.33,0.1379111154490487,0.5057990397805212,10.790731756110501,0.08370395712167862,0.18486723896985385,0.9564393939393813
406.0,39.0,63.23,55.11,1.0,123.98,0.64,116.0775602776006,43.84062043356595,135.0,73.0,121.57,113.08,0.06852111731409831,0.6205967078189301,23.767353047255323,5.683773584905655,0.6951219512195361,0.10642570281124573
407.0,36.0,62.05,61.88,1.0,136.78,0.65,76.70795989407563,3.971457113906219,128.5,123.0,121.64,146.56,0.11909860608627998,0.3551406035665295,38.64278822798886,0.2272276245286762,0.025728987993138934,0.5903083700440555
408.0,16.0,50.62,86.67,1.0,123.14,0.68,171.08315067371316,117.08625889058615,174.5,9.0,234.71,90.42,0.15507114267994773,0.21854938271604937,60.736401914798506,0.12191858370644845,0.08446257071437972,0.027334851936219786
409.0,24.0,79.69,83.24,1.0,127.52,0.82,114.69863895346698,105.615344000478,73.5,223.0,201.57,107.53,0.1398554039840558,0.3893552812071331,24.81147236319591,1.362397820163488,0.32183908045977067,0.9524793388429781
410.0,23.0,73.73,94.84,1.0,115.52,0.82,109.22453936730518,72.12489168102785,173.0,71.0,241.6,89.14,0.09814278821806152,0.3074245541838134,37.107756449908074,0.20751280591918048,0.12479608482871073,0.6176470588235334
411.0,58.0,123.88,65.96,1.0,104.25,0.86,66.79404497741133,27.134032572398397,117.5,156.0,130.75,96.68,0.10134481907564616,0.42010973936899865,19.409492183417008,0.059743686392762896,0.11602451838879142,0.7354260089686478
412.0,15.0,39.71,68.02,1.0,135.12,0.79,207.08559690245104,32.15026522591877,12.5,58.0,161.19,118.46,0.07282257538424601,0.2886522633744856,176.95928987624188,0.16991057338243007,0.21338912133891164,0.1087519419989647
413.0,18.0,56.22,66.96,1.0,89.83,0.55,115.88356225108029,33.23401871576774,125.0,78.0,138.56,133.58,0.0931898754932666,0.3649485596707819,42.63485861558872,0.16877675562437378,0.07528840315725546,1.059701492537307
414.0,9.0,21.43,43.96,1.0,107.8,0.5,187.00267377767625,72.12489168102785,7.0,109.0,84.76,53.61,0.11823230896376583,0.05582304526748971,97.39570251821658,0.46025325360534647,0.7018633540372671,3.9411764705884575
415.0,9.0,21.16,44.21,1.0,107.47,0.48,173.28012003689287,46.66904755831214,29.0,95.0,83.85,53.1,0.11446660457191896,0.06718792866941015,87.70995612171781,0.5791329599668119,1.2922374429223735,0.34306569343065796
416.0,9.0,21.38,44.47,1.0,105.29,0.52,192.4266093865399,24.041630560342618,28.0,62.0,84.16,54.54,0.12343378014488125,0.05469478737997256,99.09788611264777,0.31539355809341446,0.34624145785876964,3.0000000000004134
417.0,14.0,25.67,50.15,1.0,115.47,0.67,150.26975743641833,48.790367901871775,114.0,45.0,115.95,81.57,0.053890778746776696,0.1912482853223594,73.60361088496049,0.06467044649184975,1.8139534883720845,0.4634146341462836
418.0,13.0,33.44,76.23,1.0,108.84,0.43,179.07819521091898,150.61374439273462,5.0,218.0,212.09,93.64,0.09380323773552564,0.177201646090535,103.8183322762334,4.811619718309838,1.0355212355212344,0.13227513227513318
419.0,13.0,32.36,73.9,1.0,99.93,0.63,171.91858538273283,46.66904755831214,30.0,96.0,195.98,67.43,0.06889237097792059,0.31925582990397805,81.33756087027938,0.1254752851711027,2.0391061452514005,3.7391304347827274
420.0,0.0,0.0,51.53,1.0,185.33,1.0,205.84703058339218,24.74873734152916,53.0,18.0,100.75,50.92,0.07462715473949627,0.17484910836762688,103.51912052387426,,,0.5442922374429324
421.0,24.0,42.68,63.14,1.0,116.6,0.57,183.17477992343814,77.07463914933368,8.0,117.0,134.14,87.31,0.09081048160391916,0.35341906721536354,46.26779743865447,0.06069406661274903,1.4168297455968775,1.3482142857143193
422.0,9.0,61.58,69.97,0.94,67.89,0.08,67.72001181334805,59.39696961966999,245.0,161.0,161.37,148.65,0.11014147073356775,0.07695130315500685,9.533568750838675,1.8631319358816274,1.9767733835530426,0.05186843129622432
423.0,19.0,58.23,47.87,0.99,50.01,0.11,35.35533905932738,9.899494936611664,163.0,149.0,72.03,73.47,0.1021138182636573,0.16741426611796983,30.59381613166889,1.0908032596041954,0.06395663956639565,0.9118257261410815
424.0,31.0,30.36,77.95,1.0,169.53,0.1,176.7993212656655,2.82842712474619,53.0,57.0,170.63,111.15,0.10192815151499068,0.3204903978052126,137.88879516765226,0.07112890922959546,0.5246562351825504,0.5261593341260419
425.0,70.0,92.61,79.69,1.0,155.26,0.37,168.00297616411441,79.90306627407986,19.0,132.0,201.17,123.47,0.1480502721490361,0.48791838134430726,156.2509443342385,3.182193396226425,0.9021250510829601,0.22572898799313906
426.0,3.0,9.56,86.53,1.0,208.99,0.77,244.80604567698077,8.48528137423857,1.0,13.0,158.4,25.97,0.11320090136243419,0.17914609053497943,225.31543450144054,0.4906303236797274,0.004910179640718565,0.4016824395373298
427.0,8.0,6.33,56.2,1.0,232.68,0.81,94.79451460923254,2.82842712474619,115.0,111.0,76.73,25.63,0.17811251066303263,0.1996639231824417,166.91106769966578,3.112289156626509,3.4341405788541066,0.497547683923706
428.0,42.0,11.77,84.97,0.99,187.58,0.93,189.0808175240301,4.242640687119285,30.0,36.0,167.09,77.27,0.10869011605116982,0.323568,187.4587702420895,0.3167938931297697,0.673493975903616,0.10070730885820169
429.0,35.0,63.17,54.65,1.0,143.68,0.86,48.60841262351383,46.42668082835746,202.5,137.0,167.61,86.09,0.07041596601565349,0.19463991769547326,39.324204944212354,0.45680393912265,0.11566913248150652,0.02896871378910746
430.0,36.0,83.31,73.11,1.0,127.31,0.82,174.40183485273312,25.455844122715714,40.0,76.0,162.46,141.89,0.06757854179755055,0.512085048010974,34.111392966702034,0.11346362649294302,7.08791208791187,0.9999999999998662
431.0,27.0,47.0,62.97,1.0,155.81,0.77,184.10443895909853,57.59235095265991,15.5,97.0,139.42,93.08,0.10304588474075825,0.335943072702332,64.52218986799785,0.29173113288636754,0.18729372937293637,0.6764705882352492
432.0,31.0,71.58,62.68,1.0,125.52,0.82,145.89036979869508,41.01219330881976,110.0,52.0,151.86,105.73,0.08962305848624702,0.6641495198902606,66.1902883867715,1.8165652784277035,1.104304635761588,0.31210691823899384
433.0,29.0,65.34,60.87,1.0,126.07,0.77,142.94093574309326,39.298626018275435,110.5,55.0,105.92,116.88,0.11031333011690654,0.6701028806584363,64.53441808722384,0.6684653572199445,1.9335260115606971,0.2922755741127301
434.0,26.0,58.43,69.66,1.0,127.22,0.62,144.3460348529802,114.98229711425972,199.5,37.0,144.62,153.1,0.22740471084170283,0.8493278463648835,188.20039366794032,0.32310437109723467,1.112656467315709,0.13565728685426073
435.0,11.0,23.66,86.58,1.0,130.43,0.47,90.78974489322998,88.85111805355365,229.5,104.0,192.49,58.1,0.07266814216333975,0.351141975308642,72.02583518426218,0.1194437223810763,0.4448398576512463,0.046979865771802444
436.0,20.0,21.72,68.07,1.0,88.4,0.74,166.3363393181952,30.094120762690693,85.5,43.0,156.65,148.7,0.15196844759536385,0.43785322359396434,101.16793012402657,0.011442582754393166,0.3788349514563107,0.222617987533392
437.0,0.0,0.0,84.93,1.0,203.85,1.0,174.14074767268,90.00998393251548,10.5,138.0,154.18,105.26,0.14355428254700403,0.3530118408371197,232.84674547520748,,,1.461538461538513
438.0,21.0,41.64,59.34,1.0,146.03,0.79,127.58439472669757,84.42572398105654,52.5,172.0,162.58,58.91,0.04840234483564628,0.2954766803840878,26.004819806405127,0.007266700662927214,1.2320441988950415,1.054421768707463
439.0,20.0,44.01,65.92,1.0,147.81,0.65,141.33097482308838,10.30561352021878,87.5,73.0,159.73,60.08,0.06959180436546378,0.36756515775034293,34.983706167561635,0.05831533477321799,0.036297640653358165,0.47088866189989387
440.0,17.0,107.44,41.43,1.0,63.38,0.01,178.19652072922187,1.4142135623730951,55.0,53.0,91.18,69.64,0.12768709111189983,0.1304355281207133,29.763883944044895,0.3932788374205265,0.4049409237379127,0.7950617283950598
441.0,32.0,64.18,58.01,1.0,110.33,0.47,85.15149897551878,15.830805793977541,109.5,132.0,132.21,117.12,0.0892349502833912,0.18915294924554185,32.10532150438543,0.1875,0.05892857142857163,0.017396520695860385
442.0,47.0,82.36,58.68,1.0,108.34,0.66,200.54702967411686,8.863888778719899,44.5,32.0,133.89,99.39,0.11039250011852615,0.19433127572016462,61.89478352155443,0.04715650947830175,0.08971704623878556,0.11493018259935214
443.0,48.0,84.91,67.38,1.0,120.24,0.7,134.46726160833512,18.682158724347588,72.5,99.0,155.73,126.71,0.0856883438309758,0.342980109739369,71.20176468223798,0.40741268709907347,0.15188141391106033,0.21621621621618461
444.0,35.0,81.42,60.61,1.0,109.43,0.65,152.16109883935513,6.363961030678928,77.0,68.0,134.11,79.34,0.12129293726199766,0.33507201646090534,68.70829357257449,0.17705735660847882,0.7226162332545358,2.7777777777777364
445.0,35.0,85.61,59.26,1.0,93.98,0.7,112.4144118874444,17.677669529663685,114.0,89.0,121.54,57.9,0.11166921333818702,0.4174897119341564,30.88905721265174,1.3450255102040822,1.7649122807017628,4.121212121212439
446.0,34.0,57.45,55.92,1.0,90.02,0.51,186.1316738225926,7.778174593052022,43.0,54.0,111.65,86.87,0.10227201727270396,0.2816255144032922,32.07332357908044,0.3280240073868882,0.5411049431667992,0.1517730496453915
447.0,26.0,84.78,59.77,1.0,107.58,0.83,103.94229168149026,57.98275605729689,78.0,160.0,121.44,81.52,0.06221216287209738,0.46014060356652947,85.0378716038965,0.04783445620789212,1.096781582865651,0.09005235602094278
448.0,39.0,79.97,56.09,1.0,77.61,0.55,90.27181176868004,9.192388155425117,237.0,250.0,130.48,88.8,0.10847948701779214,0.3447736625514403,30.942616840538136,0.022943660963562196,0.24903988183160986,1.7267080745340628
449.0,30.0,55.17,37.51,1.0,71.39,0.72,171.46719802924406,28.991378028648445,40.0,81.0,70.19,68.57,0.0813228193944341,0.5184430727023319,10.937878824782683,0.012499999999999406,0.18580094360817784,0.11061618411284264
450.0,24.0,79.73,42.69,1.0,56.01,0.64,61.0,34.648232278140824,120.0,169.0,87.12,84.2,0.11467055051101567,0.6000582990397805,37.42697199965524,0.49497805948317886,0.20804120761196146,0.08456973293768143
451.0,34.0,71.58,53.53,1.0,79.26,0.6,201.97277044195835,13.435028842544401,28.0,47.0,123.32,121.63,0.14793004111893382,0.4357887517146776,12.92435096456802,4.981530343007945,0.1427238805970161,0.9113475177304946
452.0,63.0,138.5,57.25,1.0,123.78,0.78,90.72363406399556,22.35099119919311,133.5,102.0,131.3,120.51,0.12350359483739619,0.14203360768175582,10.85610086082738,0.6407489685814031,2.601694915254244,0.8115942028985653
453.0,51.0,95.21,59.5,1.0,127.56,0.75,153.8473269186046,47.37615433949868,43.0,110.0,135.22,89.52,0.0945886897358731,0.2609705075445816,25.191651590230613,0.5885720829039275,0.049145299145299776,0.3074935400516774
454.0,46.0,92.78,58.3,1.0,114.21,0.77,70.60453243241541,9.192388155425117,124.0,137.0,118.32,73.27,0.08455347530821239,0.2279766803840878,16.447443360133317,0.17991276956627097,0.7462450592885377,0.6533333333333295
455.0,41.0,97.08,61.28,1.0,112.3,0.59,147.24808997063425,7.071067811865475,81.0,71.0,161.67,71.47,0.08178089755369508,0.37902263374485595,50.775449986097286,0.542011019283747,0.5015597147950092,0.2422145328719719
456.0,31.0,42.39,45.5,1.0,204.04,0.17,135.5949851580065,38.18376618407357,115.0,61.0,82.77,39.97,0.07793032000958722,0.3966358024691358,11.127508954766055,0.15460550548829902,0.08415693321353694,0.3031860226104858
457.0,43.0,67.38,36.69,1.0,180.69,0.22,185.80904176062046,67.175144212722,10.0,105.0,69.16,52.48,0.1428723453723303,0.3244101508916324,81.56972278141927,1.6982002768804778,0.9264069264069126,0.07954545454545003
458.0,17.0,31.11,41.55,1.0,110.01,0.48,229.0785891348207,17.67766952966369,31.0,6.0,85.7,68.45,0.04974369205464524,0.4951954732510288,7.165686513679244,0.0025653358986692234,0.05483870967741991,0.11210762331838221
459.0,20.0,76.31,67.12,1.0,85.05,0.22,44.10215414239989,28.991378028648445,136.0,177.0,147.31,92.21,0.07557808514643052,0.4003120713305898,105.77999128125566,2.3780918727915226,0.7141891891891894,0.2720694645441335
